INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
4984,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.1.1.4.0,8,7.01,A,19/01/2015,15,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,4.0,5.34
4991,22,1243,1,4,High ,Conventional Hedge,3,18/12/2014,0.0.0.0.1.2,NA,NA,L,26/09/2014,15,V,NA,,NA,NA,NA,B,2,0,2,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,C,,9.87
4992,22,1243,1,4,High ,Conventional Hedge,5,13/04/2015,0.0.0.0.1.2.1,NA,NA,L,18/10/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,C,,
4993,22,1243,1,4,High ,Conventional Hedge,5,13/04/2015,0.0.0.0.1.2.2,NA,NA,L,18/10/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,C,,
4994,22,1243,1,4,High ,Conventional Hedge,3,18/12/2014,0.0.0.0.1.3,11,11.56,L,26/09/2014,15,V,NA,,NA,NA,NA,B,2,0,2,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,B,1.0,6.12
4995,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.1.3.1,9,11.13,L,1/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
4996,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.1.3.1.0,21,9.27,A,1/02/2015,15,I,NA,,NA,NA,NA,B,3,0,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,19.0,6.29
5014,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.1.3.2,8,NA,L,1/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,B,1.0,7.08
5015,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.1.3.2.0,22,NA,A,1/02/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,C,,
5016,22,1243,1,4,High ,Conventional Hedge,1,19/09/2014,0.0.0.0.0.1,9,13.12,L,,14,V,NA,,NA,NA,NA,B,3,0,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,11/04/2014,T,,6.31
5017,22,1243,1,4,High ,Conventional Hedge,3,18/12/2014,0.0.0.0.0.1.1,NA,12.03,L,26/09/2014,15,V,NA,,NA,NA,NA,B,4,0,4,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,T,10.0,4.74
5018,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.1,5,7.68,L,4/12/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
5019,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.1.0,17,5.99,A,1/01/2015,15,V,NA,,NA,NA,NA,B,3,0,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,15.5,4.91
5041,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.2,5,7.47,L,4/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
5042,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.2.0,17,7.8,A,1/01/2015,15,H,NA,,NA,NA,NA,B,2,0,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,15.0,4.82
5056,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.3,5,6.2,L,4/12/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,B,1.0,4.05
5057,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.4,7.5,NA,L,4/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
5058,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.1.1.4.0,16,NA,A,1/01/2015,15,V,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,14.5,4.55
5069,22,1243,1,4,High ,Conventional Hedge,2,3/11/2014,0.0.0.0.0.1.2,NA,NA,L,26/09/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,C,0.0,8.23
5070,22,1243,1,4,High ,Conventional Hedge,2,3/11/2014,0.0.0.0.0.1.3,NA,NA,L,26/09/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,C,0.0,7.14
5071,22,1243,1,4,High ,Conventional Hedge,2,3/11/2014,0.0.0.0.0.2,8,10.68,L,,14,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
5072,22,1243,1,4,High ,Conventional Hedge,2,3/11/2014,0.0.0.0.0.2.0,7,11.58,A,26/09/2014,15,V,NA,,NA,NA,NA,B,3,0,3,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,12/11/2014,T,7.0,5.78
5073,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.2.0.1,7,9.06,L,4/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
5074,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.2.0.1.0,12,7.36,A,1/01/2015,15,V,NA,,NA,NA,NA,B,3,0,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,T,11.0,7.72
5102,22,1243,1,4,High ,Conventional Hedge,4,23/02/2015,0.0.0.0.0.2.0.2,7,NA,L,4/12/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,23/02/2015,B,1.0,4.83
5103,22,1243,1,4,High ,Conventional Hedge,5,14/04/2015,0.0.0.0.0.2.0.3,7.5,6.21,L,4/12/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
