INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
2145,9,Calypso,2,2,Medium,Conventional ,3,16/12/2014,0.0.1.0.1.5,25,NA,L,18/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,B,0.5,6.7
2146,9,Calypso,2,2,Medium,Conventional ,3,16/12/2014,0.0.1.0.1.6,25,NA,L,18/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,B,0.5,7.7
2147,9,Calypso,2,2,Medium,Conventional ,1,18/09/2014,0.0.1.0.2,5,10.3,L,,14,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2148,9,Calypso,2,2,Medium,Conventional ,3,16/12/2014,0.0.1.0.2.0,21,7.68,A,18/11/2014,15,V,NA,,NA,NA,NA,B,4,0,4,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,T,19.0,3.5
2168,9,Calypso,2,2,Medium,Conventional ,5,13/04/2015,0.0.1.0.3,22,9.45,L,,14,I,NA,,NA,NA,NA,B,3,1,2,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2188,9,Calypso,2,2,Medium,Conventional ,1,18/09/2014,0.0.1.0.4,20,21.86,L,,14,I,NA,,NA,NA,NA,B,6,0,6,W,0,,0,0,,1,1,0,11/08/2014,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2189,9,Calypso,2,2,Medium,Conventional ,5,13/04/2015,0.0.1.0.4.1,28.5,11.53,L,18/11/2014,15,V,NA,,NA,NA,NA,B,4,1,3,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2228,9,Calypso,2,2,Medium,Conventional ,5,13/04/2015,0.0.1.0.4.3,27.5,11.25,L,18/11/2014,15,V,NA,,NA,NA,NA,B,4,1,3,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2243,9,Calypso,2,2,Medium,Conventional ,5,13/04/2015,0.0.1.0.4.4,24.5,9.82,L,18/11/2014,15,V,NA,,NA,NA,NA,B,2,1,1,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2254,9,Calypso,2,2,Medium,Conventional ,3,16/12/2014,0.0.1.0.4.5,23,NA,L,18/11/2014,15,H,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,B,0.5,6.8
2255,9,Calypso,2,2,Medium,Conventional ,3,16/12/2014,0.0.1.0.4.6,8,NA,L,18/11/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,B,0.5,4.1
