INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
3688,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.1.0.0.0,11,14.91,A,23/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3689,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.1.0.0.0.0,10,13.94,A,23/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3690,15,1243,1,5,High ,Single Leader Trellis,5,14/04/2015,0.0.0.2.0.1.0.0.0.0.0,13,11.4,A,24/02/2015,15,V,NA,,NA,NA,NA,B,8,0,8,,0,,0,0,,1,1,0,31/08/2015,MV,1,30/10/2015,1,1,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3710,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.2.0.2,10.5,15.19,L,,14,H,NA,,NA,NA,NA,B,2,0,2,A,1,30/04/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,3/11/2014,T,,9.23
3711,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.2.0.2.1,14,9.99,L,,15,H,NA,,NA,NA,NA,B,4,1,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,B,8.0,8.72
3712,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.2.1.0,17,NA,A,17/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3713,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.2.1.0.0,15,NA,A,17/02/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3715,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.2.1.1,12,5.64,L,17/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3732,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.2.1.2,15,3.32,L,17/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3742,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.2.1.3,13.5,3.52,L,17/03/2015,15,,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3749,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.2.0.2.2,15,8.93,L,,15,I,NA,,NA,NA,NA,B,3,1,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,B,7.0,8.20
3750,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.2.2.0,18,NA,A,11/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3751,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.2.2.0.0,15,NA,A,11/02/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3752,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.2.2.1,16,5.59,L,17/03/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3761,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.2.2.2,8,3.96,L,17/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3771,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.2.0.3,12,12.04,L,,14,H,NA,,NA,NA,NA,B,4,0,4,A,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,3/11/2014,T,11.0,7.84
3772,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.2.0.3.1,10,7.44,L,15/10/2014,15,V,NA,,NA,NA,NA,B,3,1,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,B,6.0,7.42
3773,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.3.1.0,13,NA,A,3/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3774,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.3.1.0.0,7,NA,A,27/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3775,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.3.1.0.0.0,3,NA,A,11/01/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3776,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.3.1.1,14,6.74,L,17/03/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3788,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.3.1.2,10,7.6,L,17/03/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,21/12/2015,B,0.5,4.32
3789,15,1243,1,5,High ,Single Leader Trellis,6,10/06/2015,0.0.0.2.0.3.1.2.0,13,6.77,A,7/05/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,21/12/2015,C,,
3791,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.3.2,11,NA,L,27/12/2014,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,B,2.0,4.78
3792,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.3.3,20,6.02,L,10/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,A,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3794,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.2.0.3.4,17,5.02,L,10/03/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3802,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.2.0.4,10.5,9.71,L,,14,H,NA,,NA,NA,NA,B,3,0,3,,1,30/04/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3803,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.2.0.4.1,8,8.25,L,15/11/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,B,3.0,8.68
3804,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.2.0.4.1.0,15,NA,A,4/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3805,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.4.1.0.0,9,NA,A,27/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3806,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.2.0.4.1.0.0.0,10,NA,A,23/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3807,15,1243,1,5,High ,Single Leader Trellis,7,21/07/2015,0.0.0.2.0.4.2,13.5,7.15,L,7/07/2014,14,,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3815,15,1243,1,5,High ,Single Leader Trellis,6,10/06/2015,0.0.0.2.0.4.3,0.5,7.97,L,30/04/2015,15,,NA,,NA,NA,NA,B,0,0,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3816,15,1243,1,5,High ,Single Leader Trellis,1,18/09/2014,0.0.0.3,12,28.36,L,,14,V,NA,,NA,NA,NA,S,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3817,15,1243,1,5,High ,Single Leader Trellis,1,18/09/2014,0.0.0.3.0,18,26.85,A,,14,V,NA,,NA,NA,NA,S,5,0,5,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,11/04/2014,T,17.0,7.96
3818,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.3.0.1,20,18.07,L,18/09/2014,15,V,NA,,NA,NA,NA,S,3,0,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,3/11/2014,T,19.0,6.40
3819,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.1,7.5,11.85,L,27/11/2014,15,V,NA,,NA,NA,NA,S,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3820,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.1.0,8,11.18,A,27/12/2014,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3821,15,1243,1,5,High ,Single Leader Trellis,5,14/04/2015,0.0.0.3.0.1.1.0.0,11,10.02,A,11/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3822,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.3.0.1.1.0.0.0,11,10.71,A,3/03/2015,15,V,NA,,NA,NA,NA,B,8,1,7,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3844,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.2,6,12.44,L,27/11/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3845,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.2.0,9.5,12.45,A,27/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3846,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.2.0.0,13,11.36,A,11/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3847,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.3.0.1.2.0.0.0,12,8.96,A,3/03/2015,15,H,NA,,NA,NA,NA,B,2,1,1,,1,,0,0,,1,1,0,28/08/2015,MV,0,,0,0,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3856,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.3,7,12.54,L,27/11/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3857,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.3.0,14,12.08,A,27/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3858,15,1243,1,5,High ,Single Leader Trellis,5,14/04/2015,0.0.0.3.0.1.3.0.0,2,12.42,A,11/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,1,20/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3859,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.1.3.0.0.0,20,8.47,A,11/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
3866,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.3.0.2,23,NA,L,,14,H,NA,,NA,NA,NA,B,3,0,3,,1,30/04/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,,1,12.93
3867,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.3.0.2.1,11,NA,L,10/11/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,1.0,
3868,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.1.0,13.5,NA,A,3/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3869,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.1.0.0,8,NA,A,27/12/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3870,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.1.0.0.0,6,NA,A,11/01/2015,15,H,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3871,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.3.0.2.2,10,NA,L,10/11/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,1.0,
3872,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.2.0,6,NA,A,3/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3873,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.2.0.0,8,NA,A,27/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3874,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.2.0.0.0,5,NA,A,11/01/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3875,15,1243,1,5,High ,Single Leader Trellis,3,17/12/2014,0.0.0.3.0.2.3,11,NA,L,10/11/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,1.0,
3876,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.3.0,16,NA,A,3/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3877,15,1243,1,5,High ,Single Leader Trellis,4,20/02/2015,0.0.0.3.0.2.3.0.0,10,NA,A,27/12/2014,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3878,15,1243,1,5,High ,Single Leader Trellis,5,14/04/2015,0.0.0.3.0.2.3.0.0.0,2,NA,A,11/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3879,15,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.3.0.2.3.0.0.0.0,NA,NA,A,3/03/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,20/02/2015,C,0.0,
3880,15,1243,1,5,High ,Single Leader Trellis,2,3/11/2014,0.0.0.3.0.3,23,7.81,L,,14,H,NA,,NA,NA,NA,B,3,0,3,,1,30/04/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,27/10/2014,T,22.5,8.65
