INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
7717,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.1.0.1.0.1,22.5,9.29,L,14/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,25/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7718,36,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.0.1.0.1.0.1.0,8.5,10.9,A,4/03/2015,15,,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7725,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.1.0.1.0.2,21,10.89,L,14/01/2015,15,I,NA,,NA,NA,NA,B,1,0,1,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,5.0,7.30
7726,36,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.0.1.0.1.0.2.1,11,7.69,L,25/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7734,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.1.0.1.0.3,22,7.52,L,14/01/2015,15,I,NA,,NA,NA,NA,B,2,0,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,4.5,7.16
7742,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.1.0.1.0.4,15,NA,L,14/01/2015,15,V,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,1.0,5.12
7743,36,1243,1,5,High ,Single Leader Trellis,1,19/09/2014,0.0.0.0.2,7,23.31,L,,14,V,NA,,NA,NA,NA,S,1,1,0,,1,30/04/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7744,36,1243,1,5,High ,Single Leader Trellis,1,19/09/2014,0.0.0.0.2.0,19,20.06,A,,14,V,NA,,NA,NA,NA,S,1,1,1,,1,30/04/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7745,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.2.0.0,24,15.23,A,10/11/2014,15,V,NA,,NA,NA,NA,S,5,1,4,W,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7746,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.2.0.0.0,4.5,NA,A,1/12/2014,15,V,NA,,NA,NA,NA,S,0,0,0,,1,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,22/12/2014,B,0.0,9.89
7747,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.2.0.0.1,19,7.38,L,21/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,25/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7748,36,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.0.2.0.0.1.0,18,NA,A,21/02/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,30/04/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7759,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.2.0.0.2,18.5,NA,L,21/01/2015,15,H,NA,,NA,NA,NA,B,3,0,3,,1,25/02/2015,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,19.0,6.97
7786,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.2.0.0.3,4,6.83,L,21/01/2015,15,H,NA,,NA,NA,NA,B,0,0,0,,1,25/02/2015,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,,4.23
7787,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.2.0.0.4,15,6.79,L,21/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,25/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7797,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.2.0.1,22,11.46,L,10/11/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,22/12/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7798,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.2.0.1.0,7,11.26,A,1/12/2014,15,H,NA,,NA,NA,NA,B,4,0,4,A,1,22/12/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,22/12/2014,T,6.0,5.54
7799,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.2.0.1.0.1,16,8.11,L,21/01/2015,15,H,NA,,NA,NA,NA,B,4,0,4,,1,25/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7816,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.2.0.1.0.2,18,5.28,L,21/01/2015,15,H,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,2.50,5.47
7817,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.2.0.1.0.3,14,5.81,L,21/01/2015,15,H,NA,,NA,NA,NA,B,2,1,1,,1,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,3.00,6.08
7823,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.2.0.1.0.4,16,4.43,L,21/01/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,3.00,4.71
7824,36,1243,1,5,High ,Single Leader Trellis,1,19/09/2014,0.0.0.0.3,8,20.66,L,,14,H,NA,,NA,NA,NA,B,1,1,0,,1,30/04/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7825,36,1243,1,5,High ,Single Leader Trellis,1,19/09/2014,0.0.0.0.3.0,17,18.84,A,,14,H,NA,,NA,NA,NA,B,2,0,2,,1,30/04/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,11/04/2014,T,,8.56
7826,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.3.0.1,16,13.13,L,4/11/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,22/12/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7827,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.3.0.1.0,18,12.79,A,1/12/2014,15,H,NA,,NA,NA,NA,B,3,0,3,A,1,22/12/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,22/12/2014,T,17.0,6.33
7828,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.3.0.1.0.1,18.5,10.26,L,21/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,25/02/2015,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7829,36,1243,1,5,High ,Single Leader Trellis,5,15/04/2015,0.0.0.0.3.0.1.0.1.0,12,9.68,A,4/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
7830,36,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.0.3.0.1.0.1.0.0,25,NA,A,,15,H,NA,,NA,NA,NA,B,4,1,3,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,22/01/2016,M,10.0,12.31
7835,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.3.0.1.0.2,13,5.58,L,21/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,3.0,5.38
7840,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.3.0.1.0.3,16,5.22,L,21/01/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,2.5,5.06
7841,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.3.0.2,16.5,13.54,L,4/11/2014,15,V,NA,,NA,NA,NA,B,3,1,2,,1,22/12/2014,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,5.5,10.85
7842,36,1243,1,5,High ,Single Leader Trellis,3,22/12/2014,0.0.0.0.3.0.2.0,18,NA,A,1/12/2014,15,V,NA,,NA,NA,NA,B,2,0,2,A,1,22/12/2014,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,B,1.0,
7843,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.3.0.2.0.1,16,NA,L,21/01/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,C,,
7844,36,1243,1,5,High ,Single Leader Trellis,4,25/02/2015,0.0.0.0.3.0.2.0.2,16,NA,L,21/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,25/02/2015,C,,
7846,36,1243,1,5,High ,Single Leader Trellis,5,13/04/2015,0.0.0.0.3.0.2.1,15,7.4,L,11/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
