INT ,INT ,ALPHA ,INT ,INT ,ALPHA ,ALPHA ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL ,ALPHA ,DD/MM/YY ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,ALPHA ,INT ,INT ,INT ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,ALPHA ,INT ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,INT ,DD/MM/YY ,INT ,INT ,DD/MM/YY ,ALPHA ,REAL ,REAL 
1875,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.0,14.5,14.15,A,22/01/2015,15,V,NA,,NA,NA,NA,S,3,1,2,A,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1876,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.0.0,24,10.23,A,23/02/2015,15,V,NA,,NA,NA,NA,S,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1891,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.0.1,19,6.43,L,16/03/2015,15,H,NA,,NA,NA,NA,B,1,0,1,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1900,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.0.2,20,6.27,L,16/03/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,1,0,1,4/09/2015,MV,0,,0,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1911,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.1,7,11.23,L,5/02/2015,15,H,NA,,NA,NA,NA,B,2,1,1,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1912,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.2.0.0.1.0,20,11.02,A,23/02/2015,15,V,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1924,8,1243,1,3,Medium,Single Leader ,2,27/10/2014,0.0.0.0.3,14.5,23.94,L,,14,V,NA,,NA,NA,NA,B,2,0,2,A,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1925,8,1243,1,3,Medium,Single Leader ,2,27/10/2014,0.0.0.0.3.1,25,19.43,L,8/10/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/10/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1926,8,1243,1,3,Medium,Single Leader ,3,16/12/2014,0.0.0.0.3.1.0,16,19.58,A,30/10/2014,15,H,NA,,NA,NA,NA,B,7,1,6,,1,9/12/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1927,8,1243,1,3,Medium,Single Leader ,3,16/12/2014,0.0.0.0.3.1.0.0,0,NA,A,30/11/2014,15,H,NA,,NA,NA,NA,B,0,0,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,B,,7.28
1928,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.1,15,NA,L,7/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,19/02/2015,B,,7.84
1929,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.1.0,2,NA,A,5/02/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,19/02/2015,C,,
1930,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.2,23,NA,L,7/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,1,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,19/02/2015,B,,8.84
1931,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.2.0,1,NA,A,12/02/2015,15,I,NA,,NA,NA,NA,B,0,0,0,,0,,1,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,19/02/2015,C,,
1932,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.3,23,10.82,L,7/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,1,19/02/2015,0,0,,1,0,1,4/09/2015,I,1,15/10/2015,1,1,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1933,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.1.0.3.0,24,9.29,A,12/02/2015,15,V,NA,,NA,NA,NA,B,1,0,1,,1,,0,1,,1,0,2,4/09/2015,,,,NA,NA,4/09/2015,MV,0,,0,0,4/09/2015,MV,0,,0,0,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,19.0,6.82
1951,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.4,24,10.91,L,7/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1952,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.1.0.4.0,21,8.21,A,12/02/2015,15,V,NA,,NA,NA,NA,B,4,0,4,,1,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,16.0,7.77
1993,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.5,16.5,8.92,L,7/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,1,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
1994,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.1.0.5.0,16,7.62,A,12/03/2015,15,H,NA,,NA,NA,NA,B,2,0,2,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,13.0,6.42
2009,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.1.0.6,7,NA,L,29/01/2015,15,H,NA,,NA,NA,NA,B,0,0,0,,0,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,19/02/2015,B,1.0,4.84
2010,8,1243,1,3,Medium,Single Leader ,2,27/10/2014,0.0.0.0.3.2,15,15.35,L,8/10/2014,15,H,NA,,NA,NA,NA,B,1,1,0,,1,20/10/2014,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2011,8,1243,1,3,Medium,Single Leader ,3,16/12/2014,0.0.0.0.3.2.0,18,15.79,A,30/10/2014,15,H,NA,,NA,NA,NA,B,3,0,3,,1,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,16/12/2014,T,17.0,6.43
2012,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.2.0.1,4,9.08,L,7/01/2015,15,H,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2013,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.2.0.1.0,19,8.19,A,12/02/2015,15,I,NA,,NA,NA,NA,B,2,0,2,,1,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,15.0,6.85
2026,8,1243,1,3,Medium,Single Leader ,4,19/02/2015,0.0.0.0.3.2.0.2,5,8.58,L,7/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2027,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.2.0.2.0,14,6.71,A,12/02/2015,15,I,NA,,NA,NA,NA,B,3,0,3,,1,,0,1,,1,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,13.0,5.86
2041,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.2.0.3,5,8.87,L,7/01/2015,15,I,NA,,NA,NA,NA,B,1,1,0,,0,,0,0,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,NA,NA,NA,NA
2042,8,1243,1,3,Medium,Single Leader ,5,13/04/2015,0.0.0.0.3.2.0.3.0,20,8.28,A,12/02/2015,15,V,NA,,NA,NA,NA,B,4,0,4,,1,,0,1,,0,NA,NA,,,,,NA,NA,,,NA,,NA,NA,,,,,NA,NA,,,,,,NA,,,NA,,NA,NA,13/04/2015,T,19.5,7.96
